Statename,Districtname,Subdistrictname,Blockname,Healthblockname,Healthfacilitytype,Facilityname,NIN,latitude,longitude,facility_type_standardized
Odisha,Jajapur,Kalinganagar,Sukinda,Sukinda,health sub centre,Goberghati,7374727175,20.96798,85.99193,hsc
Odisha,Bhadrak,Bhandari Pokhari,Bhandaripokhari,Bhandaripokhari,health sub centre,Khulana,3668368354,20.96912,86.33948,hsc
Odisha,Balangir,Loisinga,Agalpur,Agalpur,health sub centre,Jharnipali,6745167780,20.9701,83.62517,hsc
Odisha,Jajapur,Kaliapani,Sukinda,Sukinda,health sub centre,Kankadapal,1368251516,20.9713,85.80797,hsc
Odisha,Anugul,Colliery,Talacher,Talcher,health sub centre,PADMABATIPUR,4338853239,20.97263,85.12018,hsc
Odisha,Anugul,Kishorenagar,Kishorenagar,Rajakishorenagar,health sub centre,RAJKISHORENAGAR,3144521121,20.97279,84.49289,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Bamanbindha,8643733143,20.97327,86.74261,hsc
Odisha,Bargarh,Gaisilet,Gaisilet,Gaisilet,health sub centre,Talpali,3232447445,20.97354,83.21727,hsc
Odisha,Sonepur,Biramaharajpur,Birmaharajpur,Biramaharajpur,health sub centre,Kenjhariapali,8536386454,20.97493,84.04651,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Kolha,3437846169,20.97502,86.66823,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Sahapur,4531334888,20.97597,86.73242,hsc
Odisha,Bhadrak,Bhandari Pokhari,Bhandaripokhari,Bhandaripokhari,health sub centre,Manjuri,8832518768,20.97661,86.40666,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Bhatapada,5852677771,20.97717,86.63262,hsc
Odisha,Dhenkanal,Parajang,Parjang,Parajanga,health sub centre,Kankadasoda,4486224548,20.97777,85.36946,hsc
Odisha,Jajapur,Sukinda,Sukinda,Sukinda,health sub centre,Kuhika,8846848482,20.97795,85.83652,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Taharpur,8825457339,20.97796,86.15452,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,GODBHATI,8786332356,20.97879,83.09857,hsc
Odisha,Jajapur,Jajapur Road,Danagadi,Dangadi,health sub centre,Ranipada,7284231789,20.97941,86.10237,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Naikanidihi,7871533472,20.97976,86.81173,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Kasati,1441716113,20.97993,86.56818,hsc
Odisha,Anugul,Kishorenagar,Kishorenagar,Rajakishorenagar,health sub centre,AMBAPAL,3127678443,20.98024,84.53721,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Julunda,6577378562,20.98029,83.65407,hsc
Odisha,Anugul,Talcher Sadar,Talacher,Talcher,health sub centre,JILINDA,2623844343,20.9803,85.16169,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Mukundpur,2226478861,20.9804,86.6153,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Kaudiamunda,7538345377,20.98065,83.74744,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Deula,3821648346,20.98095,86.57614,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Balimunda,8554653785,20.98147,86.86901,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,BARIKEL,2781847534,20.9816,83.01688,hsc
Odisha,Nuapada,Nuapada,Nuapada,Nuapada,health sub centre,Bisora,2137788549,20.98229,82.62544,hsc
Odisha,Balangir,Loisinga,Agalpur,Agalpur,health sub centre,Uparbahal,8381644239,20.98261,83.4554,hsc
Odisha,Balangir,Loisinga,Agalpur,Agalpur,health sub centre,Bharsuja,4485166831,20.98312,83.48298,hsc
Odisha,Anugul,Talcher Sadar,Talacher,Talcher,health sub centre,KANDHALA,7654732440,20.98337,85.19012,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Arnapal,2683672477,20.98413,86.53136,hsc
Odisha,Anugul,Talcher Sadar,Talacher,Talcher,health sub centre,Solada,4837561770,20.98565,85.07339,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Rajmukundapur,3615114414,20.98568,86.54183,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Andola,1215875210,20.98585,86.80394,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Kuibahal,6767753731,20.98638,83.68913,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Chandmala,2611556339,20.98693,86.77133,hsc
Odisha,Jajapur,Sukinda,Sukinda,Sukinda,health sub centre,Sansilo,1248871830,20.98708,85.94984,hsc
Odisha,Bargarh,Padmapur,Gaisilet,Gaisilet,health sub centre,Ainlabahal,8462325872,20.98754,83.17882,hsc
Odisha,Anugul,Jarapada,Chhendipada,Chhendipada,health sub centre,Kuskila,4883367213,20.9879,84.88364,hsc
Odisha,Anugul,Chhendipada,Chhendipada,Chhendipada,health sub centre,Balipata,8337714334,20.98848,84.8584,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Chunida,2561623550,20.98869,86.4956,hsc
Odisha,Sonepur,Ulunda,Ullunda,Ullunda,health sub centre,Khemaloe,5537878539,20.98916,83.8978,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Cherupali,2843738226,20.98935,83.54284,hsc
Odisha,Bhadrak,Bhandari Pokhari,Bhandaripokhari,Bhandaripokhari,health sub centre,Bandola,2743864320,20.98959,86.29752,hsc
Odisha,Sambalpur,Charamal,Rairakhol,Rairakhole,health sub centre,Tribanpur,7781756585,20.99008,84.23774,hsc
Odisha,Dhenkanal,Kankadahad,Kankada Had,Kankadahada,health sub centre,Birasal,8351548477,20.99036,85.68143,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Tarakote,2578138683,20.9905,86.20732,hsc
Odisha,Bargarh,Paikamal,Paikmal,Paikamal,health sub centre,Palsada,2137448821,20.99089,82.95396,hsc
Odisha,Dhenkanal,Parajang,Parjang,Parajanga,health sub centre,Kulei,2647277645,20.99089,85.28018,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Barundei,8853427626,20.99133,86.23635,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Digsira,3184434722,20.99145,83.58489,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Phulmuthi,2772588246,20.9917,83.79377,hsc
Odisha,Jajapur,Sukinda,Sukinda,Sukinda,health sub centre,Baragadia,1352361149,20.99175,86.00508,hsc
Odisha,Anugul,Talcher Sadar,Talacher,Talcher,health sub centre,KANKILI,8274533432,20.99201,85.24714,hsc
Odisha,Bhadrak,Dhamanagar,Bhandaripokhari,Bhandaripokhari,health sub centre,Jalamandua,3728228671,20.99323,86.45118,hsc
Odisha,Jajapur,Kalinganagar,Sukinda,Sukinda,health sub centre,Sarangapur,2737873535,20.99382,86.03278,hsc
Odisha,Jajapur,Sukinda,Sukinda,Sukinda,health sub centre,Duburi,1135165288,20.99402,85.97291,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,DANGAGHAT,7641748566,20.99457,83.13429,hsc
Odisha,Bhadrak,Basudebpur,Basudevpur,Basudevpur,health sub centre,Mandari,1155216680,20.99497,86.81411,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Talagada,3618682771,20.99561,86.13394,hsc
Odisha,Bargarh,Jharbandha,Jharbandh,Jharabandha,health sub centre,Amthi,2678384559,20.99575,82.81175,hsc
Odisha,Anugul,Talcher Sadar,Talacher,Talcher,health sub centre,DHARAMPUR,2773783622,20.99579,85.22493,hsc
Odisha,Dhenkanal,Parajang,Parjang,Parajanga,health sub centre,Khairamunda,8338356184,20.99642,85.34429,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Tulati,4872727625,20.99676,86.17344,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Gujidarada,4417686245,20.99799,86.54725,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Sukha,3643384658,20.99813,83.50464,hsc
Odisha,Anugul,Chhendipada,Chhendipada,Chhendipada,health sub centre,Kosala,2788172373,20.99842,84.93208,hsc
Odisha,Balangir,Tushura,Agalpur,Agalpur,health sub centre,Nagaon,8361344677,20.99932,83.42588,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,GHANAMAL,7826744133,20.99952,83.21217,hsc
Odisha,Sonepur,Ulunda,Ullunda,Ullunda,health sub centre,Kotsamalai,1233535226,21.00059,83.96533,hsc
Odisha,Bargarh,Jharbandha,Jharbandh,Jharabandha,health sub centre,Saldihi,8836174147,21.00073,82.75185,hsc
Odisha,Dhenkanal,Kankadahad,Kankada Had,Kankadahada,health sub centre,Batagaon,5181121731,21.00113,85.58819,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Bandalo,4731825842,21.00211,86.28338,hsc
Odisha,Jajapur,Sukinda,Sukinda,Sukinda,health sub centre,Nuadiha,4854741420,21.00268,85.86035,hsc
Odisha,Anugul,Kishorenagar,Kishorenagar,Rajakishorenagar,health sub centre,OSKAPALI,8413872667,21.00333,84.44547,hsc
Odisha,Jajapur,Kaliapani,Sukinda,Sukinda,health sub centre,Ransol,1121277535,21.00376,85.75579,hsc
Odisha,Bhadrak,Bhandari Pokhari,Bhandaripokhari,Bhandaripokhari,health sub centre,Patuli,4633228749,21.00458,86.37106,hsc
Odisha,Bargarh,Gaisilet,Gaisilet,Gaisilet,health sub centre,Ganiapali,2151243264,21.0057,83.24657,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Langudi,2717384644,21.00676,86.5101,hsc
Odisha,Jajapur,Sukinda,Sukinda,Sukinda,health sub centre,Singadia,2125641718,21.00754,85.89511,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Karlajuri,6288563288,21.00827,83.46781,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Tamamura,2751813110,21.00877,83.60514,hsc
Odisha,Jajapur,Jajapur Road,Danagadi,Dangadi,health sub centre,Rampilo,5225462158,21.0094,86.05259,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Rajgharpokhari,8761856767,21.01017,86.77772,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Guamala,8436733359,21.01072,86.57976,hsc
Odisha,Jajapur,Kalinganagar,Danagadi,Dangadi,health sub centre,Nadiabhanga,5227347480,21.0117,85.98593,hsc
Odisha,Bargarh,Paikamal,Paikmal,Paikamal,health sub centre,Temri,2776886554,21.01242,82.89062,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Bahabalapur,2873273375,21.01272,86.72226,hsc
Odisha,Sonepur,Biramaharajpur,Birmaharajpur,Biramaharajpur,health sub centre,Bahalpadar,1357125655,21.013,84.07534,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhandaripokhari,Bhandaripokhari,health sub centre,Bishnupur,7364533476,21.01389,86.44783,hsc
Odisha,Anugul,Kishorenagar,Kishorenagar,Rajakishorenagar,health sub centre,Bamur,6134384673,21.01414,84.48643,hsc
Odisha,Anugul,Samal Barrage,Kaniha,Kaniha,health sub centre,Dumduma,3224744767,21.01423,85.16598,hsc
Odisha,Bhadrak,Bhandari Pokhari,Bhandaripokhari,Bhandaripokhari,health sub centre,Manjuri Road,7681577735,21.01446,86.32422,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Silati,5824148646,21.01606,83.74889,hsc
Odisha,Balangir,Loisinga,Agalpur,Agalpur,health sub centre,Kutasingha,6583727349,21.0165,83.31178,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,JAMLA,5528268484,21.01677,83.1778,hsc
Odisha,Anugul,Talcher Sadar,Talacher,Talcher,health sub centre,GODIBANDHA,2447368560,21.01713,85.19459,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Aharpada,4822734366,21.01756,86.54142,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Haladharabindha,6165121648,21.01785,86.60448,hsc
Odisha,Balangir,Loisinga,Agalpur,Agalpur,health sub centre,Roth,4288186655,21.01787,83.40746,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Balimed,7838426133,21.01944,86.74652,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Gajbandh,4845238411,21.0198,83.65948,hsc
Odisha,Balangir,Loisinga,Agalpur,Agalpur,health sub centre,Agalpur,5637845289,21.02065,83.35355,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Binka,3834767612,21.02086,83.80618,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Saya,6671287834,21.02139,86.66764,hsc
Odisha,Jajapur,Kaliapani,Sukinda,Sukinda,health sub centre,Chingudipal,6333111539,21.02149,85.74714,hsc
Odisha,Bargarh,Jharbandha,Jharbandh,Jharabandha,health sub centre,Bilaspur,2663786461,21.02242,82.71071,hsc
Odisha,Sonepur,Biramaharajpur,Birmaharajpur,Biramaharajpur,health sub centre,Masinapali,3322588470,21.02265,84.01134,hsc
Odisha,Jajapur,Jajapur Road,Danagadi,Dangadi,health sub centre,Ranagundi,6454876563,21.02278,86.01926,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,Luharpali,1145461131,21.02414,82.98928,hsc
Odisha,Balangir,Loisinga,Agalpur,Agalpur,health sub centre,Salevata,6677813286,21.02464,83.44125,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Sargul,6443326779,21.02503,83.52353,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,DEOLI,2612156576,21.02524,83.06402,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Bideipur,6484855264,21.02631,86.83776,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Nalanga,1825244880,21.02639,86.46249,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Gourapur,8251788272,21.02746,86.2131,hsc
Odisha,Dhenkanal,Parajang,Parjang,Parajanga,health sub centre,Rangathali,1555617321,21.02747,85.2867,hsc
Odisha,Bargarh,Gaisilet,Gaisilet,Gaisilet,health sub centre,Malmunda,6227474738,21.02799,83.26839,hsc
Odisha,Nuapada,Nuapada,Nuapada,Nuapada,health sub centre,Beltukuri,3261651149,21.02885,82.64796,hsc
Odisha,Anugul,Kaniha,Kaniha,Kaniha,health sub centre,Sanatribida,7314177788,21.02947,85.03965,hsc
Odisha,Bhadrak,Bhadrak Rural,Bonth,Bonta,health sub centre,Kenduapada,6815171217,21.02959,86.39508,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Makundapur,6588736238,21.02961,86.25832,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Pachhikote,6744418564,21.02996,86.14568,hsc
Odisha,Bhadrak,Tihidi,Tihidi,Tihidi,health sub centre,Paliabindha,3415134117,21.03023,86.61882,hsc
Odisha,Bhadrak,Bhandari Pokhari,Bhandaripokhari,Bhandaripokhari,health sub centre,Naami,7468324657,21.03037,86.31547,hsc
Odisha,Sambalpur,Charamal,Rairakhol,Rairakhole,health sub centre,Badbahal,4523647834,21.03041,84.35102,hsc
Odisha,Sonepur,Ulunda,Ullunda,Ullunda,health sub centre,Chadeipank,6866554774,21.03106,83.82733,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Kantore,4866734553,21.03263,86.17723,hsc
Odisha,Dhenkanal,Kankadahad,Kankada Had,Kankadahada,health sub centre,Maruabili,7637725685,21.03346,85.72371,hsc
Odisha,Bargarh,Paikamal,Paikmal,Paikamal,health sub centre,Bukuramunda MC,2823473430,21.03406,82.92654,hsc
Odisha,Dhenkanal,Parajang,Parjang,Parajanga,health sub centre,Kadapada,7177813776,21.0344,85.22525,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Sahala,1413858786,21.03469,83.56743,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Korabandi,2517842882,21.03604,86.10679,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Bhabanibindha,2588284410,21.03658,86.54486,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,PURENA,7674776559,21.03732,83.03002,hsc
Odisha,Kendujhar,Nandipada,Hatadihi,Hatadihi,health sub centre,Gedama,4626745865,21.03846,86.30507,hsc
Odisha,Anugul,Chhendipada,Chhendipada,Chhendipada,health sub centre,Tentuloi,4386675815,21.03856,84.87648,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Jitanga,8178637354,21.03878,86.57807,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,RN Betada,2361551753,21.03957,86.44179,hsc
Odisha,Jajapur,Kaliapani,Sukinda,Sukinda,health sub centre,Kaliapani,6673244825,21.03973,85.77743,hsc
Odisha,Kendujhar,Sainkul,Ghasipura,Ghasipura,health sub centre,Nandabar,4613856873,21.04003,86.04397,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Ichhapur,6834228634,21.0404,83.46313,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Andharibanjhi,2818667343,21.04049,83.67576,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Kalahandia,8374411869,21.04064,86.42539,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Mahulpali,7717733823,21.04114,83.76931,hsc
Odisha,Bhadrak,Basudebpur,Basudevpur,Basudevpur,health sub centre,Padmapur,4183883133,21.04256,86.67063,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Jagannathprasad,7683552785,21.04362,86.72948,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Sahada,6877373164,21.04386,86.65027,hsc
Odisha,Balangir,Loisinga,Agalpur,Agalpur,health sub centre,Rengali,8243734327,21.04779,83.38721,hsc
Odisha,Dhenkanal,Parajang,Parjang,Parajanga,health sub centre,Manikamara,7224864574,21.048,85.2108,hsc
Odisha,Kendujhar,Nandipada,Hatadihi,Hatadihi,health sub centre,Jambhara,2516712656,21.0488,86.24385,hsc
Odisha,Anugul,Samal Barrage,Kaniha,Kaniha,health sub centre,Julibandha,4871666857,21.04973,85.07948,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,KANSINGHA,2678583184,21.04996,83.12118,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Dunguripali,3757248665,21.05039,83.5544,hsc
Odisha,Anugul,Chhendipada,Chhendipada,Chhendipada,health sub centre,Bramanbil,4353543483,21.05068,84.94286,hsc
Odisha,Nuapada,Nuapada,Nuapada,Nuapada,health sub centre,Bhaleswar,2175211826,21.05181,82.63599,hsc
Odisha,Jajapur,Korai,Korei,Korei,health sub centre,Ranapur,3862648262,21.05267,86.20224,hsc
Odisha,Sambalpur,Charamal,Rairakhol,Rairakhole,health sub centre,Podabalanda,2126451711,21.05434,84.29336,hsc
Odisha,Jajapur,Kaliapani,Sukinda,Sukinda,health sub centre,Saruabil,7445167831,21.05534,85.81574,hsc
Odisha,Bhadrak,Basudebpur,Basudevpur,Basudevpur,health sub centre,Jagannathpur,4363564776,21.05644,86.77006,hsc
Odisha,Bhadrak,Bant,Bonth,Bonta,health sub centre,Sendhatira,8366168287,21.05686,86.35805,hsc
Odisha,Bargarh,Jharbandha,Jharbandh,Jharabandha,health sub centre,Jharbandh,3545782686,21.0585,82.80096,hsc
Odisha,Sonepur,Ulunda,Ullunda,Ullunda,health sub centre,Jaunrabhauunra,8785325377,21.05869,83.89266,hsc
Odisha,Bhadrak,Basudebpur,Basudevpur,Basudevpur,health sub centre,Lunga,7276583858,21.06032,86.71175,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,SARGIBAHAL,7876134631,21.06121,83.18747,hsc
Odisha,Bargarh,Bijepur,Bijepur,Bijepur,health sub centre,Ganthiapali,6718716845,21.06286,83.48228,hsc
Odisha,Kendujhar,Nandipada,Hatadihi,Hatadihi,health sub centre,Danar,7255112422,21.06302,86.31185,hsc
Odisha,Jajapur,Tomka,Danagadi,Dangadi,health sub centre,Salijanga,4787561283,21.06481,86.01638,hsc
Odisha,Kendujhar,Sainkul,Ghasipura,Ghasipura,health sub centre,Angurua,2514231147,21.06565,86.0833,hsc
Odisha,Bhadrak,Naikanidihi,Basudevpur,Basudevpur,health sub centre,Kismatkrushnapur,3788255432,21.06567,86.80901,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Koranta,4328835634,21.0668,86.45722,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Salepali,1331514263,21.06708,83.58267,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Sabrang,7143372873,21.06726,86.61461,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Bania,5364387752,21.06836,86.56963,hsc
Odisha,Bargarh,Jharbandha,Jharbandh,Jharabandha,health sub centre,Bijadol,4843745227,21.06885,82.76224,hsc
Odisha,Bhadrak,Basudebpur,Basudevpur,Basudevpur,health sub centre,Ertal,6266475844,21.06895,86.67671,hsc
Odisha,Anugul,Samal Barrage,Kaniha,Kaniha,health sub centre,Samal,3626324887,21.069,85.14416,hsc
Odisha,Bhadrak,Basudebpur,Basudevpur,Basudevpur,health sub centre,Sugo,8382318189,21.07,86.6571,hsc
Odisha,Bhadrak,Agarpada,Bonth,Bonta,health sub centre,Ramakrushnapur,2483487159,21.07043,86.40952,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Sindurpur,5255716523,21.07049,83.80677,hsc
Odisha,Baleshwar,Similia,Simulia,Simulia,health sub centre,Andrai,6163775882,21.0705,86.63863,hsc
Odisha,Bargarh,Barapali,Barpali,Barpali,health sub centre,Julpiapali,1387674813,21.07078,83.50748,hsc
Odisha,Bargarh,Melchhamunda,Gaisilet,Gaisilet,health sub centre,Kundakhai,8584261385,21.0712,83.30297,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Papi,7737424569,21.07188,83.73751,hsc
Odisha,Bargarh,Paikamal,Paikmal,Paikamal,health sub centre,Badikata,1463885432,21.07212,82.95321,hsc
Odisha,Kendujhar,Nandipada,Hatadihi,Hatadihi,health sub centre,Samana,8528677142,21.07276,86.21667,hsc
Odisha,Dhenkanal,Parajang,Kankada Had,Kankadahada,health sub centre,Chandapur,6424638754,21.07371,85.33178,hsc
Odisha,Bargarh,Jharbandha,Jharbandh,Jharabandha,health sub centre,Kumir,2318658842,21.07424,82.8506,hsc
Odisha,Kendujhar,Sainkul,Ghasipura,Ghasipura,health sub centre,Badapadana,6322612521,21.07514,86.12868,hsc
Odisha,Anugul,Kaniha,Kaniha,Kaniha,health sub centre,Badagundri,5125853126,21.07544,85.00612,hsc
Odisha,Sambalpur,Charamal,Rairakhol,Rairakhole,health sub centre,Bansajal,1667468373,21.07662,84.21817,hsc
Odisha,Kendujhar,Sainkul,Ghasipura,Ghasipura,health sub centre,Saladei,4436814240,21.07674,86.19798,hsc
Odisha,Anugul,N.T.P.C.,Kaniha,Kaniha,health sub centre,Bijigola,8265116155,21.07721,85.08017,hsc
Odisha,Dhenkanal,Kankadahad,Kankada Had,Kankadahada,health sub centre,Kanakadahad,8441741587,21.07738,85.56776,hsc
Odisha,Sambalpur,Charamal,Rairakhol,Rairakhole,health sub centre,Luhapank,5647855443,21.07792,84.41217,hsc
Odisha,Kendujhar,Sainkul,Ghasipura,Ghasipura,health sub centre,Alati,6616674849,21.07796,86.07525,hsc
Odisha,Kendujhar,Sainkul,Ghasipura,Ghasipura,health sub centre,Taruan,7334817637,21.07915,86.15467,hsc
Odisha,Anugul,Chhendipada,Chhendipada,Chhendipada,health sub centre,Santrabandha,7511312360,21.07953,84.94786,hsc
Odisha,Anugul,Chhendipada,Chhendipada,Chhendipada,health sub centre,Machhakuta,7344782227,21.07954,84.83316,hsc
Odisha,Kendujhar,Nandipada,Hatadihi,Hatadihi,health sub centre,Salania,6854755839,21.08009,86.28641,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Badkarlay,1113125783,21.0803,83.67862,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Chinajuri,6351562522,21.08044,83.56121,hsc
Odisha,Dhenkanal,Parajang,Kankada Had,Kankadahada,health sub centre,Mahabiroad,3677643540,21.08075,85.37154,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Bankipali,2543348649,21.08096,83.63238,hsc
Odisha,Anugul,Samal Barrage,Kaniha,Kaniha,health sub centre,Kulei,1377814742,21.08125,85.13639,hsc
Odisha,Bargarh,Bijepur,Bijepur,Bijepur,health sub centre,Saipali,6473722830,21.08184,83.45238,hsc
Odisha,Bargarh,Paikamal,Paikmal,Paikamal,health sub centre,Lakhmara,6548263745,21.08253,83.02609,hsc
Odisha,Kendujhar,Sainkul,Ghasipura,Ghasipura,health sub centre,Godabandhagoda,1348764455,21.08253,86.0537,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,ICHHAPALI,3885712442,21.0826,83.18143,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Geltua,1657311328,21.08338,86.48298,hsc
Odisha,Kendujhar,Nandipada,Hatadihi,Hatadihi,health sub centre,Ambo,8645776140,21.08404,86.26232,hsc
Odisha,Dhenkanal,Kankadahad,Kankada Had,Kankadahada,health sub centre,Karagola,7515124134,21.08451,85.61573,hsc
Odisha,Bargarh,Bijepur,Bijepur,Bijepur,health sub centre,Laumunda,5274586741,21.08479,83.39142,hsc
Odisha,Sonepur,Binika,Binika,Binika,health sub centre,Singijuba,8347227756,21.08485,83.74456,hsc
Odisha,Sonepur,Dunguripali,Dunguripali,Dunguripalli,health sub centre,Beheramal,5786842533,21.08526,83.60877,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Barpada,5335112248,21.08565,86.4371,hsc
Odisha,Anugul,Chhendipada,Chhendipada,Chhendipada,health sub centre,Chhendipada,6136886436,21.08591,84.87466,hsc
Odisha,Bhadrak,Bhadrak Rural,Bhadrak,Bhadrak,health sub centre,Erada,7124336889,21.08611,86.62194,hsc
Odisha,Bargarh,Padmapur,Padampur,Padmapur (Rajbarsambar),health sub centre,MELCHAMUNDA,2752422119,21.0863,83.24995,hsc
Odisha,Dhenkanal,Kankadahad,Kankada Had,Kankadahada,health sub centre,Bam,4442638328,21.08647,85.46989,hsc
